Price,Close,High,Low,Open,Volume
2018-01-02,71.20127868652344,72.41536231414491,71.04440551870117,72.1766388823846,5126800
2018-01-03,71.11260223388672,71.52184309286312,70.8329511045886,71.18080817641948,3589600
2018-01-04,70.57377624511719,71.2694852816426,70.57377624511719,71.09896779973357,4170100
2018-01-05,71.13990020751953,71.34451807698447,70.43736376472528,70.43736376472528,4641400
2018-01-08,71.03074645996094,71.39224261069039,70.83294559934342,70.92161800114613,4911600
2018-01-09,71.54230499267578,71.91744548561817,71.09895855659293,71.44681563152315,3939200
2018-01-10,72.04705047607422,72.32670166709433,70.85342800507628,71.63098736988103,3696500
2018-01-11,71.5218505859375,72.72229507464351,71.21492121049432,72.5176720218278,4109300
2018-01-12,71.27631378173828,72.05387315214567,70.87389498643141,72.00612846111298,5513700
2018-01-16,71.52870178222656,71.6037299184679,70.7784204198132,71.31043953237428,5855600
2018-01-17,72.15618896484375,72.46994055361033,71.67191986889222,71.67191986889222,4009400
2018-01-18,71.66507720947266,72.10160148668201,71.48092064406053,71.93108402827899,4134600
2018-01-19,74.29104614257812,74.42064107811805,71.98565194374628,72.01293536195362,5818900
2018-01-22,74.21601867675781,74.8094213193265,73.97729527013132,74.44792513160925,4762300
2018-01-23,74.70709991455078,74.87761735440094,73.93636295978857,74.00456889497278,3778100
2018-01-24,75.43692016601562,75.63472103594806,74.7275669370861,74.7275669370861,4404100
2018-01-25,73.31568908691406,75.88027326278669,70.26683592635727,75.32097617587735,11823700
2018-01-26,75.15727996826172,75.34143654185127,73.19291542981279,73.22702100451978,6000700
2018-01-29,74.07960510253906,74.82305872394025,73.94319321722247,74.77531404370146,3952500
2018-01-30,73.62261962890625,74.5979797007603,73.49302469509281,73.79995403922163,4069700
2018-01-31,73.13835906982422,73.98412430499174,72.80414106569037,73.82042898290975,5041600
2018-02-01,71.73330688476562,73.37709822542715,71.5696115275991,73.00877976896629,7612900
2018-02-02,70.55330657958984,71.97883006080731,70.38278911798317,71.61733387480595,6421800
2018-02-05,67.31348419189453,70.58059983613562,67.19071139427321,70.20545928679807,7901200
2018-02-06,68.43208312988281,68.64352316090634,65.92888752338132,66.37222885245889,9591600
2018-02-07,67.44308471679688,69.30513824423514,67.18389997098083,68.13879908239066,5916800
2018-02-08,68.47300720214844,69.83032505140227,67.52493031404165,67.87960442602746,11214300
2018-02-09,68.16606140136719,69.29829462858177,67.21798474109104,68.82084782260813,9899900
2018-02-12,69.84395599365234,70.30094155937832,68.06375320989818,68.391143834623,6468900
2018-02-13,70.28730010986328,70.36232820965057,68.87541572879869,69.39378506797276,5182300
2018-02-14,69.93946075439453,70.59424735175415,69.3938026547042,70.08269483471244,4253800
2018-02-15,70.72383117675781,70.73747028539927,69.6120538844922,69.9530888421137,4361100
2018-02-16,71.14673614501953,71.7060334635137,70.28733149714122,70.46466599057385,5209400
2018-02-20,70.15087890625,70.86023213298733,69.79620489477117,70.73063720389908,3974900
2018-02-21,70.74431610107422,71.6514706406401,70.23958565205277,70.32143073883438,5661100
2018-02-22,70.23954772949219,71.96518342789125,70.17815874376787,70.70335538471157,4072900
2018-02-23,72.37443542480469,72.54495289490293,70.54648793720021,70.69654414349151,4824700
2018-02-26,72.76322937011719,72.83825748803027,71.74012434815478,72.45629994504095,5654700
2018-02-27,70.98983764648438,72.61998431886573,70.98983764648438,72.56541747703177,4414500
2018-02-28,70.62834930419922,72.04705092366835,70.59424372330356,71.89017774062283,5346000
2018-03-01,71.39907836914062,71.65144610913863,70.20545602693838,70.71018630315395,6683300
2018-03-02,72.85189056396484,73.0360523667805,71.14671566860919,71.14671566860919,6229100
2018-03-05,73.45891571044922,73.55440506657837,72.14252078234924,72.32668254329805,5557500
2018-03-06,73.64991760253906,73.66355671226663,72.72230202763768,73.49986137663136,6041000
2018-03-07,72.90646362304688,73.56125021421457,72.52450607914437,72.96103047325616,3271400
2018-03-08,74.34561157226562,74.38653409691237,72.94054938574244,73.09060558115362,4053800
2018-03-09,73.86815643310547,74.95946699865202,73.64989431999615,74.6593546417095,4398000
2018-03-12,73.07696533203125,74.05232545263455,73.07696533203125,73.6567236797957,5081300
2018-03-13,73.1451644897461,73.4930215476331,72.86551857543745,73.37707092959731,3847100
2018-03-14,72.03340911865234,73.49303842134456,71.86289162811558,73.3293430874879,3287300
2018-03-15,71.61051940917969,72.15617742642854,71.46728535050248,71.81514246659314,3620800
2018-03-16,70.56694793701172,72.1629941345087,70.36914705078713,71.61733615845603,8277000
2018-03-19,69.393798828125,70.56013787821094,69.36651540426685,70.34187569112669,4968100
2018-03-20,68.39115142822266,69.69390752732555,68.28884509899947,69.48928446131774,5194600
2018-03-21,67.3914794921875,68.570398860299,66.91577324789503,68.30841853179972,5917500
2018-03-22,67.33631134033203,68.425606898935,67.08122680186153,67.26047397486543,9655800
2018-03-23,65.92990112304688,68.06023325610204,65.84717325063613,67.77067518284343,5709200
2018-03-26,66.42627716064453,66.95024304900402,66.17119258782036,66.52279650061739,5239200
2018-03-27,66.68827056884766,67.33632831909333,66.16430461893634,66.43318070614777,7207000
2018-03-28,68.79791259765625,69.06678867417703,67.02608563344778,67.1846508786216,7571000
2018-03-29,68.529052734375,69.63903075284045,68.4049556497046,69.13574667059073,3489300
2018-04-02,67.2467041015625,68.89443406106693,67.0881335916086,68.6600261672103,4673600
2018-04-03,68.83927154541016,68.99094629757582,67.21911946164974,67.76376731719482,5735000
2018-04-04,69.57696533203125,69.8803148679724,68.18432523140252,68.38425967464464,5150600
2018-04-05,70.1147232055664,70.4663324453803,69.08747845699229,69.90100252053765,4507900
2018-04-06,69.6458969116211,70.60420505626247,69.31497497468695,70.0595572226528,5049200
2018-04-09,69.42528533935547,70.34912010205618,69.23914239443376,69.96304272893872,4198100
2018-04-10,69.70105743408203,70.16986792905334,69.30118857603686,69.8044725194261,2860100
2018-04-11,69.43907928466797,70.5214793240297,69.37702812755415,69.57007208086719,3623600
2018-04-12,69.11505126953125,70.27328874808539,68.96337649997258,69.85963363286824,3518500
2018-04-13,70.2181396484375,70.54906692633477,69.11505748863101,69.48734870379894,3985900
2018-04-16,70.97650909423828,71.25228095223578,70.13541255421643,70.50080803060106,3971200
2018-04-17,71.21781158447266,71.39016833539354,70.50080686945252,71.14886467617582,6145300
2018-04-18,69.93547058105469,71.08681231019307,69.35634921543787,70.93513754158128,5523700
2018-04-19,59.04252624511719,64.9853887162205,57.56715292624343,64.47520896303205,45570300
2018-04-20,58.0980110168457,59.497552246163224,57.7877709705899,59.09078758072122,17814200
2018-04-23,57.68435287475586,58.31862441990892,57.28448397284664,57.98770242239877,11783300
2018-04-24,56.87081527709961,57.62918370535615,55.59537674868056,57.32583948999897,13897700
2018-04-25,56.402015686035156,57.18107148639793,56.14003534515347,56.946663594105836,8361000
2018-04-26,56.181400299072266,56.73983970149772,55.478187129234875,56.68468428349592,9191300
2018-04-27,56.91907501220703,57.60161133238933,56.08486921411551,56.22964821114868,6591600
2018-04-30,56.53302764892578,57.4361755538039,56.44340401085551,57.05009802376352,6497600
2018-05-01,55.98146057128906,56.326174011407616,55.69879828554488,56.11934910328229,4553800
2018-05-02,55.22309112548828,55.96767340598977,55.0369481853177,55.85736258225196,6460700
2018-05-03,55.45750427246094,56.07798430533796,54.95422029611416,55.23688786390443,5784400
2018-05-04,56.44339370727539,56.88462659246484,55.498876768089055,55.52645448090226,5561200
2018-05-07,56.195194244384766,56.5881674100136,55.95389585494784,56.46407034403026,4519300
2018-05-08,55.71259307861328,56.11246199303776,55.374775328107994,56.07798853975927,5108500
2018-05-09,56.52610778808594,57.07765138989938,55.82289469268793,55.843576657271754,5021900
2018-05-10,57.222450256347656,57.250027971997916,56.464081485655456,56.491659201305715,4632600
2018-05-11,55.98146057128906,57.23621728292421,55.85736352245,57.0224966332218,6557200
2018-05-14,55.747066497802734,56.33997412643912,55.65744288320811,56.01594260149709,5298300
2018-05-15,55.105899810791016,55.547132665917765,54.740504345755795,55.443717564892005,8023300
2018-05-16,55.767738342285156,56.07108784416994,55.319609830839774,55.423024911928636,6156800
2018-05-17,55.871158599853516,56.14003467965029,55.581600553904686,55.76774350918322,5713400
2018-05-18,55.67121124267578,56.050398067177646,55.45749062881588,56.02282036540398,5978600
2018-05-21,55.257572174072266,55.91252568540429,55.14037085266091,55.843584041039385,6153300
2018-05-22,55.06452941894531,55.36098320184593,54.89217269074518,55.32650975224194,6164800
2018-05-23,56.326168060302734,56.47784279951535,54.84390463232828,55.105884925571544,8199300
2018-05-24,56.26413345336914,56.3813347717472,55.74016750191817,56.257237711138025,5519500
2018-05-25,55.3885612487793,56.45717517560857,55.22310024575576,56.3606558188523,5010400
2018-05-29,54.65086364746094,55.278244600693,54.375097117597,55.0162642933585,9077000
2018-05-30,55.374759674072266,55.485070485451025,54.5474496283675,54.98178661337615,6157500
2018-05-31,54.83701705932617,55.374769207606654,54.19584982255101,55.3540872418897,9395500
2018-06-01,53.8994026184082,54.98180278893501,53.80977900272757,54.77497258670521,7733900
2018-06-04,54.057960510253906,54.416460149119914,53.62361823904187,53.83044839294372,5337000
2018-06-05,53.437469482421875,54.18894212384444,53.2513213122232,54.12689624038404,8503100
2018-06-06,52.982460021972656,53.50642597641577,52.54122719504483,53.465062042613226,10480800
2018-06-07,53.354736328125,54.09931848840762,52.62394564853765,52.98244524798369,6367600
2018-06-08,54.75428771972656,54.9197539767147,53.961445666366764,53.961445666366764,7490000
2018-06-11,55.478172302246094,55.67810669413592,54.96110223146822,55.3402837940934,5194600
2018-06-12,55.374759674072266,55.49196096623046,54.71291058552666,55.333395749759724,5497900
2018-06-13,55.22309112548828,55.66432390062037,54.99557899646123,55.61606423021247,5726300
2018-06-14,55.74015808105469,55.905619047264985,55.092100438435494,55.29892533122104,6018200
2018-06-15,56.45027542114258,56.62952789662655,55.41613502089752,55.52644585501383,13314100
2018-06-18,55.17483901977539,56.188297497200104,54.60950912038402,56.188297497200104,6334900
2018-06-19,55.733280181884766,56.271037699061786,55.17484595471016,55.17484595471016,7467400
2018-06-20,56.360652923583984,56.47096375987327,55.56781088246285,55.69880368557883,6627800
2018-06-21,55.5635871887207,55.955124532302484,55.42374861294419,55.654478262253264,6049600
2018-06-22,56.06699752807617,56.26276620732236,55.79431896279807,55.86423558620079,7007300
2018-06-25,55.913169860839844,56.053003087900244,55.49366484536296,55.570574720534886,4272200
2018-06-26,55.773345947265625,56.15789542411967,55.43075071698471,56.07399226527049,6640600
2018-06-27,55.86423873901367,56.50748024549563,55.37481167897997,55.79432211166507,6918700
2018-06-28,57.09480285644531,57.19268722080408,56.122941808658496,56.28375488398949,6613100
2018-06-29,56.451541900634766,57.31852510482654,56.395611802216315,57.283564125805604,4689000
2018-07-02,56.10197448730469,56.787170459287466,55.58458487639839,56.36766522519321,3956700
2018-07-03,56.71723175048828,56.80112956409797,56.094964739499915,56.528451001273694,3225200
2018-07-05,57.353485107421875,57.353485107421875,56.430571734686225,56.738211303697064,4165900
2018-07-06,57.514305114746094,58.1994956304415,57.3395108538017,57.50731185070501,4719600
2018-07-09,57.4583740234375,57.75202712383666,56.94797239572647,57.54227719539352,4366200
2018-07-10,57.80095672607422,57.83591770702064,57.21365065311104,57.64014901603291,3604100
2018-07-11,57.91981506347656,58.220461360603785,57.56323866529757,57.947782781150806,6191700
2018-07-12,58.17152404785156,58.730867779470145,57.93380642920682,58.10860067855048,5308600
2018-07-13,57.80793762207031,58.19947492028284,57.70306003596464,57.96175737045255,7517900
2018-07-16,57.27656173706055,57.84988649529735,57.02485766424481,57.82191878339609,6821400
2018-07-17,57.56324768066406,57.7450298725717,57.19268469846323,57.213659156429685,6050300
2018-07-18,57.4373893737793,57.98274655899413,57.227634148251916,57.696081439726505,6453600
2018-07-19,56.563419342041016,56.57740053469695,53.501020723575486,55.234981999250266,17196100
2018-07-20,58.94761657714844,59.03151974520162,55.96912612427892,56.004081776911164,11313100
2018-07-23,58.18550491333008,58.521106852208135,57.77298775118404,58.32533816547983,6369900
2018-07-24,58.42323684692383,58.849735305236344,57.94779620491798,58.157551468916836,6034100
2018-07-25,58.59800720214844,59.402061606860975,58.304354219859064,59.03149874812022,6212500
2018-07-26,59.052486419677734,59.681746761386925,58.41623814894181,58.91964108801219,5323000
2018-07-27,59.758636474609375,59.93343065859534,58.94060097378589,59.06645299962759,5202400
2018-07-30,60.56270217895508,60.56969010693635,59.82157107213559,59.87750650176275,5138200
2018-07-31,60.33897399902344,60.807421283679254,60.017347902083884,60.65360149843779,5934000
2018-08-01,59.807594299316406,60.29002808046536,59.74466560276384,60.150189496068855,4657400
2018-08-02,60.12921905517578,60.283038841130015,59.65377850508856,59.863533728534684,2781600
2018-08-03,60.71651840209961,61.13602880239638,59.88450153258269,60.164173354681765,3485100
2018-08-06,60.234092712402344,60.807417573311916,60.115233916258106,60.61164888923985,2770300
2018-08-07,59.80059051513672,60.478792860820505,59.639782839244134,60.478792860820505,3086600
2018-08-08,58.55607223510742,59.8215808653926,58.493148867197945,59.51394662067342,4319900
2018-08-09,59.010536193847656,59.14337618825717,58.53509565006876,58.584037823650554,2600500
2018-08-10,57.724037170410156,58.367283905763706,57.451358634433625,58.3183417412114,5087700
2018-08-13,57.2346305847168,57.63316126787611,56.815125444701295,57.500315928723914,4733500
2018-08-14,57.549251556396484,57.76600003260225,57.19966309045449,57.283566242627366,4281600
2018-08-15,58.318363189697266,58.395267761452885,57.04585577473938,57.32552767545213,4767800
2018-08-16,59.20630645751953,59.24825536904531,58.339328502105886,58.54209046497545,3953800
2018-08-17,59.46500778198242,59.61882224582425,58.989567194232876,58.989567194232876,4124100
2018-08-20,59.13639450073242,59.62581628820464,58.877697079184294,59.59784856687803,2854500
2018-08-21,58.40225601196289,58.97558095876901,57.98275086405796,58.933632044267725,4993600
2018-08-22,57.633155822753906,58.465178094755736,57.49332256739246,58.35330722302917,4210700
2018-08-23,57.55625915527344,57.73105343178172,57.24163159127774,57.626175799017155,4094500
2018-08-24,55.717403411865234,56.794136372542056,55.52862268014553,56.42356817102085,9451700
2018-08-27,56.11594009399414,56.388618661197,55.80130728501636,55.93415260442674,6102200
2018-08-28,55.58456802368164,56.046027375284126,55.325870629513865,55.89220759141663,6437900
2018-08-29,55.27693176269531,55.73139787831879,55.12311196962608,55.71042342186338,5499600
2018-08-30,54.9343376159668,55.02522870717399,54.675640201196266,54.96230533656069,6338100
2018-08-31,54.45888900756836,55.05318831327506,54.172229248753055,54.766528554459754,7001100
2018-09-04,54.28409194946289,54.65465483836846,54.060355563654085,54.53579605028483,5932300
2018-09-05,55.08815002441406,55.200015557490474,54.03239138434205,54.15824344298836,6004000
2018-09-06,54.96929168701172,55.31188688617979,54.654658870623535,55.04620157539794,4687200
2018-09-07,54.95530700683594,55.15806896172727,54.619705059240935,54.829454942913614,4986900
2018-09-10,54.80147933959961,55.822276895956676,54.76652369783226,55.27691980886279,3773000
2018-09-11,54.15126037597656,54.8224750379997,53.955491655510464,54.63369424733771,4306800
2018-09-12,55.969120025634766,57.03186670035182,54.08133895737165,54.36800408292714,9206100
2018-09-13,55.78035354614258,56.34668534460328,55.283938397542705,56.25579423321405,4132700
2018-09-14,55.46570587158203,55.93415312376237,54.955304377237226,55.89919214434141,3353600
2018-09-17,56.14391326904297,56.276753267072344,55.3118909611833,55.6125372740345,4276700
2018-09-18,56.16488265991211,56.598368931701195,55.6404999755506,56.28374145480289,4255700
2018-09-19,56.5704231262207,56.703263151196786,55.9551438489914,56.01807256338897,4147900
2018-09-20,57.7170524597168,57.85688569928967,56.55641630093657,56.605358468216686,5431500
2018-09-21,58.55607223510742,58.632982129861475,57.33950578018418,57.98974058673397,12837800
2018-09-24,57.05982971191406,58.55606791610115,56.528453751251455,58.388266946422256,7696700
2018-09-25,56.662750244140625,57.59873835079155,56.606022380739525,57.15910552423323,4876300
