Price,Close,High,Low,Open,Volume
2018-01-02,189.61012268066406,190.11122650680895,187.055533635418,187.46819767367305,1140900
2018-01-03,193.08839416503906,193.23576888505266,187.84162924742776,188.85365729677446,1458300
2018-01-04,195.50534057617188,196.11452412385893,193.2356809665627,193.70729484837287,1566400
2018-01-05,198.8557891845703,199.11124356965075,195.73132673558243,196.50752486216086,1469500
2018-01-08,199.1800537109375,199.69097753835956,196.70405438517733,198.85581445463137,1974600
2018-01-09,202.50106811523438,203.30674140091165,199.84820377920235,201.17463594721835,1845200
2018-01-10,202.68772888183594,203.0119681752589,198.43335313417643,201.2237570630832,1421200
2018-01-11,205.01632690429688,205.07527676948538,202.36347802446173,203.33618078474422,1520600
2018-01-12,206.4999542236328,207.8460261247155,204.16150961386631,205.24230712064985,1486500
2018-01-16,204.37771606445312,208.11136331826665,203.8864470834866,208.11136331826665,2264300
2018-01-17,207.787109375,207.9737939734093,204.66264607216567,205.90063841987273,1461700
2018-01-18,208.7008819580078,209.33952560531645,206.84388589982223,207.708509069547,1458500
2018-01-19,209.78160095214844,210.82310341845684,208.6516886909125,210.21391990187377,1439900
2018-01-22,211.56004333496094,211.56986331558232,209.05456898151712,210.27290624139047,1230300
2018-01-23,210.8035125732422,213.4268870061105,210.50874820039814,211.81552542588034,1267000
2018-01-24,211.56004333496094,212.88646035101695,209.2805484745038,211.265279000614,1227400
2018-01-25,214.07537841796875,214.92036167469172,211.25548423983554,212.5917364832035,1668400
2018-01-26,215.942138671875,215.942138671875,212.94539563060437,214.3602523446689,1162000
2018-01-29,214.9890899658203,216.25657210199017,214.77293045410664,215.56878365980842,1042800
2018-01-30,210.8722686767578,212.50328510674888,208.82858814863732,212.2183557267325,1921700
2018-01-31,220.196533203125,222.05352892943435,215.8635381776245,219.55788966995266,3414200
2018-02-01,218.4771270751953,222.48588348850532,215.77514786217304,220.24569828582304,1912800
2018-02-02,213.88870239257812,216.92474125378922,213.76096765337277,216.2664425843329,1992400
